Gerencia
,Estado,Fecha Autorización,Fecha de Cierre  / Cancelacion,Rango Ponderación,Puntaje
,Grupo Principal de Desarrollo,Fecha Asignacion
GESTIÓN DE LAS PERSONAS,Desarrollo,26/09/2019,,Medio Bajo,2,META 4,26/09/2019
SOPORTE DEL NEGOCIO,Validación,25/09/2019,,Medio Bajo,2,,
PRODUCTOS,Asignado,25/09/2019,,Bajo,1,INTERNET / MOBILE,01/10/2019
PROCESOS Y ORGANIZACIÓN,Asignado,25/09/2019,,Medio Alto,3,SUCURSALES BACK END,26/09/2019
PROCESOS Y ORGANIZACIÓN,Desarrollo,25/09/2019,,Medio Alto,4,SUCURSALES BACK END,26/09/2019
CONTADURÍA,Cancelado,25/09/2019,27/09/2019,Muy Bajo,0,INTRANET,
PRODUCTOS EMPRESAS,Validación,24/09/2019,,Medio Bajo,3,PRÉSTAMOS,
GESTIÓN DE RIESGOS,Desarrollo,24/09/2019,,Medio Bajo,2,SISTEMA DE GESTIÓN INTERNA,24/09/2019
ASUNTOS JUDICIALES,Cancelado,24/09/2019,25/09/2019,Muy Bajo,0,JUREX,
PRODUCTOS,Asignado,23/09/2019,,Bajo,1,INTERNET / MOBILE,01/10/2019
PROCESOS Y ORGANIZACIÓN,Validación,23/09/2019,,Medio Bajo,2,PAGOS Y SERVICIOS,
GESTIÓN DE RIESGOS,Cancelado,23/09/2019,24/09/2019,Medio Bajo,2,,
COMERCIO EXTERIOR,Desarrollo,23/09/2019,,Medio Bajo,2,REGÍMENES INFORMATIVOS,26/09/2019
GESTIÓN DE LAS PERSONAS,Prueba,20/09/2019,,Muy Bajo,0,META 4,26/09/2019
SOPORTE DEL NEGOCIO,Ingresado,20/09/2019,,Alto,8,BIP CANAL,
PROCESOS Y ORGANIZACIÓN,Asignado,20/09/2019,,Medio Bajo,2,PAGOS Y SERVICIOS,24/09/2019
PROCESOS Y ORGANIZACIÓN,Asignado,20/09/2019,,Medio Bajo,3,PRÉSTAMOS,20/09/2019
PRODUCTOS EMPRESAS,Desarrollo,20/09/2019,,Medio Bajo,2,GARANTÍAS,20/09/2019
CANALES,Asignado,19/09/2019,,Medio Alto,3,BIP CANAL,20/09/2019
PROCESOS Y ORGANIZACIÓN,Prueba,19/09/2019,,Medio Alto,4,INFRAESTRUCTURA Y SERVICIOS,20/09/2019
SOPORTE DEL NEGOCIO,Asignado,19/09/2019,,Medio Alto,5,MEDIOS DE PAGOS,27/09/2019
GESTIÓN DE LAS PERSONAS,Asignado,19/09/2019,,Bajo,1,META 4,20/09/2019
GESTIÓN DE LAS PERSONAS,Asignado,19/09/2019,,Medio Bajo,2,INTRANET,20/09/2019
PRODUCTOS,Desarrollo,18/09/2019,,Medio Bajo,2,INTRANET,23/09/2019
GESTIÓN DE LAS PERSONAS,Prueba,18/09/2019,,Bajo,1,META 4,20/09/2019
PROCESOS Y ORGANIZACIÓN,Desarrollo,18/09/2019,,Bajo,1,INTRANET,20/09/2019
CONTADURÍA,Cerrado,18/09/2019,26/09/2019,Muy Bajo,1,PAGOS Y SERVICIOS,20/09/2019
CONTADURÍA,Prueba,18/09/2019,,Bajo,1,PAGOS Y SERVICIOS,20/09/2019
GESTIÓN DE LAS PERSONAS,Desarrollo,18/09/2019,,Medio Bajo,2,META 4,20/09/2019
BANCA INSTITUCIONAL,Cancelado,17/09/2019,18/09/2019,Muy Bajo,0,PAGOS Y SERVICIOS - MX,17/09/2019
GESTIÓN DE LAS PERSONAS,Desarrollo,17/09/2019,,Medio Bajo,2,INTRANET,20/09/2019
PREVENCION DEL LAVADO DE ACTIVOS,Cancelado,16/09/2019,17/09/2019,Bajo,1,PREVENCIÓN LAVADO DE ACTIVOS,
CONTADURÍA,Cancelado,17/09/2019,17/09/2019,Muy Bajo,0,CONTABILIDAD,
PROCESOS Y ORGANIZACIÓN,Desarrollo,16/09/2019,,Medio Bajo,2,BIP CANAL,24/09/2019
CONTADURÍA,Prueba,16/09/2019,,Bajo,1,REGÍMENES INFORMATIVOS,18/09/2019
CONTADURÍA,Desarrollo,16/09/2019,,Bajo,1,REGÍMENES INFORMATIVOS,18/09/2019
CONTADURÍA,Prueba,16/09/2019,,Bajo,1,REGÍMENES INFORMATIVOS,18/09/2019
CONTADURÍA,Desarrollo,16/09/2019,,Medio Bajo,2,REGÍMENES INFORMATIVOS,18/09/2019
CONTADURÍA,Asignado,18/09/2019,,Bajo,1,REGÍMENES INFORMATIVOS,18/09/2019
PRODUCTOS EMPRESAS,Prueba,16/09/2019,,Medio Bajo,3,CHEQUES Y DESCUENTO DE DOCUMENTOS,17/09/2019
CONTADURÍA,Prueba,16/09/2019,,Bajo,1,REGÍMENES INFORMATIVOS,18/09/2019
CONTADURÍA,Desarrollo,16/09/2019,,Bajo,1,SISCENES,18/09/2019
ASUNTOS JUDICIALES,Cerrado,13/09/2019,20/09/2019,Muy Bajo,0,JUREX,16/09/2019
GESTIÓN DE LAS PERSONAS,Asignado,13/09/2019,,Medio Bajo,2,INTRANET,20/09/2019
GESTIÓN DE RIESGOS,Cancelado,13/09/2019,17/09/2019,Medio Bajo,2,CAPITALES MÍNIMOS,
GESTIÓN DE RIESGOS,Cancelado,13/09/2019,17/09/2019,Medio Bajo,2,,
GESTIÓN DE RIESGOS,Cancelado,13/09/2019,17/09/2019,Medio Bajo,2,,
BANCA HIPOTECARIA,Desarrollo,13/09/2019,,Medio Alto,4,PRÉSTAMOS,16/09/2019
ASUNTOS JUDICIALES,Cerrado,13/09/2019,20/09/2019,Muy Bajo,0,JUREX,16/09/2019
BANCA HIPOTECARIA,Desarrollo,13/09/2019,,Medio Alto,4,PRÉSTAMOS,20/09/2019
ASUNTOS JUDICIALES,Cerrado,13/09/2019,19/09/2019,Muy Bajo,0,JUREX,16/09/2019
INFRAESTRUCTURA Y SERVICIOS,Prueba,13/09/2019,,Bajo,1,CAPRI,30/09/2019
PROCESOS Y ORGANIZACIÓN,Desarrollo,12/09/2019,,Medio Alto,4,INTRANET,20/09/2019
PRODUCTOS,Validación,12/09/2019,,Medio Alto,4,,
CONTADURÍA,Cancelado,12/09/2019,25/09/2019,Bajo,1,A2180,18/09/2019
GESTIÓN DE LAS PERSONAS,Prueba,12/09/2019,,Medio Bajo,2,META 4,20/09/2019
GESTIÓN DE LAS PERSONAS,Desarrollo,12/09/2019,,Bajo,1,META 4,20/09/2019
PROCESOS Y ORGANIZACIÓN,Validación,12/09/2019,,Medio Alto,4,BIP CANAL,
COMERCIO EXTERIOR,Cerrado,12/09/2019,18/09/2019,Medio Bajo,2,COMERCIO EXTERIOR,12/09/2019
CONTADURÍA,Prueba,12/09/2019,,Bajo,1,REGÍMENES INFORMATIVOS,18/09/2019
PROCESOS Y ORGANIZACIÓN,Desarrollo,11/09/2019,,Bajo,1,CHEQUES Y DESCUENTO DE DOCUMENTOS,12/09/2019
PROCESOS Y ORGANIZACIÓN,Desarrollo,11/09/2019,,Bajo,1,CHEQUES Y DESCUENTO DE DOCUMENTOS,12/09/2019
PROCESOS Y ORGANIZACIÓN,Desarrollo,11/09/2019,,Bajo,1,CHEQUES Y DESCUENTO DE DOCUMENTOS,12/09/2019
SOPORTE DEL NEGOCIO,Cancelado,11/09/2019,24/09/2019,Medio Alto,4,PAGOS Y SERVICIOS,
RED COMERCIAL,Validación,11/09/2019,,Bajo,1,CONTRATACIONES,
CONTADURÍA,Asignado,10/09/2019,,Bajo,1,GECON,16/09/2019
PROCESOS Y ORGANIZACIÓN,Cerrado,10/09/2019,25/09/2019,Bajo,1,CONTRATACIONES,10/09/2019
POLITICA Y PROYECCIONES FINANCIERAS,Cancelado,10/09/2019,10/09/2019,Medio Bajo,2,INFRAESTRUCTURA Y SERVICIOS,
SOPORTE DEL NEGOCIO,Desarrollo,10/09/2019,,Bajo,1,MEDIOS DE PAGOS,10/09/2019
SOPORTE DEL NEGOCIO,Desarrollo,10/09/2019,,Medio Bajo,2,MEDIOS DE PAGOS,12/09/2019
SOPORTE DEL NEGOCIO,Desarrollo,10/09/2019,,Muy Bajo,0,MEDIOS DE PAGOS,10/09/2019
BANCA HIPOTECARIA,Desarrollo,09/09/2019,,Medio Alto,4,PRÉSTAMOS,09/09/2019
TRANSFORMACIÓN DIGITAL E INNOVACIÓN,Validación,09/09/2019,,Alto,6,TARJETAS AGIL,
CONTADURÍA,Cerrado,09/09/2019,19/09/2019,Bajo,1,GECON,16/09/2019
BANCA HIPOTECARIA,Desarrollo,09/09/2019,,Medio Alto,4,PRÉSTAMOS,09/09/2019
PREVENCION DEL LAVADO DE ACTIVOS,Asignado,09/09/2019,,Medio Bajo,2,CONTRATACIONES,03/10/2019
CONTADURÍA,Cerrado,09/09/2019,27/09/2019,Muy Bajo,0,CONTABILIDAD,10/09/2019
RECUPERO DE DEUDAS,Desarrollo,06/09/2019,,Medio Alto,3,CONVENIOS,25/09/2019
RECUPERO DE DEUDAS,Cancelado,16/09/2019,18/09/2019,Medio Bajo,2,CONVENIOS,16/09/2019
RECUPERO DE DEUDAS,Cerrado,16/09/2019,02/10/2019,Medio Bajo,2,CONVENIOS,16/09/2019
RECUPERO DE DEUDAS,Cerrado,06/09/2019,02/10/2019,Medio Bajo,2,CONVENIOS,16/09/2019
CONTADURÍA,Desarrollo,06/09/2019,,Bajo,1,REGÍMENES INFORMATIVOS,16/09/2019
CONTADURÍA,Cerrado,06/09/2019,27/09/2019,Muy Bajo,0,CONTABILIDAD,10/09/2019
BANCA INSTITUCIONAL,Desarrollo,06/09/2019,,Alto,7,PAGOS Y SERVICIOS,11/09/2019
RED COMERCIAL,Cerrado,06/09/2019,26/09/2019,Medio Alto,5,IMPUESTOS,06/09/2019
GERENCIA GENERAL,Cerrado,06/09/2019,19/09/2019,Medio Bajo,2,CUENTAS Y PLAZO FIJO,06/09/2019
ASUNTOS JUDICIALES,Cerrado,06/09/2019,25/09/2019,Bajo,1,JUREX,11/09/2019
PROCESOS Y ORGANIZACIÓN,Desarrollo,06/09/2019,,Bajo,1,CUENTAS Y PLAZO FIJO,06/09/2019
BANCA INSTITUCIONAL,Desarrollo,06/09/2019,,Alto,6,PAGOS Y SERVICIOS,06/09/2019
PROTECCION DE ACTIVOS DE INFORMACION,Asignado,05/09/2019,,Medio Bajo,3,SISTEMA DE GESTIÓN INTERNA,06/09/2019
GESTIÓN DE RIESGOS,Asignado,05/09/2019,,Bajo,1,SISTEMA DE GESTIÓN INTERNA,09/09/2019
GESTIÓN DE RIESGOS,Cerrado,05/09/2019,30/09/2019,Muy Bajo,1,SISTEMA DE GESTIÓN INTERNA,09/09/2019
COMERCIO EXTERIOR,Cerrado,05/09/2019,09/09/2019,Bajo,1,SUCURSALES BACK END,05/09/2019
PROCESOS Y ORGANIZACIÓN,Cerrado,05/09/2019,10/09/2019,Medio Bajo,2,REGÍMENES INFORMATIVOS,05/09/2019
PROCESOS Y ORGANIZACIÓN,Cerrado,05/09/2019,10/09/2019,Medio Bajo,2,BIP CANAL,05/09/2019
COMERCIO EXTERIOR,Desarrollo,05/09/2019,,Medio Bajo,3,COMERCIO EXTERIOR,09/09/2019
PRODUCTOS,Asignado,05/09/2019,,Medio Bajo,2,PRÉSTAMOS,11/09/2019
CONTADURÍA,Cerrado,04/09/2019,12/09/2019,Bajo,1,REGÍMENES INFORMATIVOS,12/09/2019
CONTADURÍA,Desarrollo,04/09/2019,,Bajo,1,CAPITALES MÍNIMOS,05/09/2019
PREVENCION DEL LAVADO DE ACTIVOS,Validación,04/09/2019,,Medio Bajo,3,CONTRATACIONES,
CANALES,Prueba,04/09/2019,,Medio Alto,3,CRM,11/09/2019
GESTIÓN DE RIESGOS,Prueba,03/09/2019,,Medio Bajo,2,CAPITALES MÍNIMOS,12/09/2019
MARKETING,Cancelado,03/09/2019,23/09/2019,Alto,6,INTERNET / MOBILE,
CONTADURÍA,Cerrado,03/09/2019,27/09/2019,Bajo,1,CONTABILIDAD,04/09/2019
CONTADURÍA,Cerrado,03/09/2019,25/09/2019,Muy Bajo,1,CONTABILIDAD,04/09/2019
CONTADURÍA,Cerrado,03/09/2019,27/09/2019,Muy Bajo,0,CONTABILIDAD,04/09/2019
CONTADURÍA,Cerrado,03/09/2019,23/09/2019,Muy Bajo,1,CONTABILIDAD,04/09/2019
CONTADURÍA,Desarrollo,03/09/2019,,Medio Bajo,2,GECON,12/09/2019
CONTADURÍA,Desarrollo,02/09/2019,,Muy Bajo,0,CAPRI,03/09/2019
CONTADURÍA,Prueba,02/09/2019,,Muy Bajo,0,CAPRI,06/09/2019
COMERCIO EXTERIOR,Cerrado,02/09/2019,19/09/2019,Muy Bajo,0,COMERCIO EXTERIOR,03/09/2019
PRODUCTOS,Desarrollo,02/09/2019,,Medio Bajo,2,BIP CANAL,05/09/2019
PRODUCTOS EMPRESAS,Validación,02/09/2019,,Alto,7,INTERNET / MOBILE,
SOPORTE DEL NEGOCIO,Asignado,02/09/2019,,Medio Alto,3,PAGOS Y SERVICIOS,01/10/2019
SOPORTE DEL NEGOCIO,Asignado,02/09/2019,,Alto,5,MEDIOS DE PAGOS,04/09/2019
BANCA INSTITUCIONAL,Cerrado,30/08/2019,11/09/2019,Medio Bajo,2,CUENTAS Y PLAZO FIJO,02/09/2019
GESTIÓN DE RIESGOS,Cerrado,30/08/2019,24/09/2019,Bajo,1,SISTEMA DE GESTIÓN INTERNA,30/08/2019
PREVENCION DEL LAVADO DE ACTIVOS,Cerrado,30/08/2019,,Muy Bajo,0,PREVENCIÓN LAVADO DE ACTIVOS,30/08/2019
COMERCIO EXTERIOR,Prueba,29/08/2019,,Muy Bajo,0,COMERCIO EXTERIOR,02/09/2019
GESTIÓN DE RIESGOS,Cerrado,29/08/2019,05/09/2019,Medio Bajo,2,CAPITALES MÍNIMOS,30/08/2019
GESTIÓN DE RIESGOS,Prueba,29/08/2019,,Medio Bajo,2,CAPITALES MÍNIMOS,05/09/2019
CONTADURÍA,Cerrado,29/08/2019,12/09/2019,Bajo,1,CAPITALES MÍNIMOS,29/08/2019
PROCESOS Y ORGANIZACIÓN,Prueba,28/08/2019,,Bajo,1,SUCURSALES BACK END,03/09/2019
MERCADO DE CAPITALES,Cerrado,28/08/2019,10/09/2019,Medio Bajo,2,SUCURSALES BACK END,03/09/2019
CANALES,Cerrado,28/08/2019,16/09/2019,Medio Alto,4,CRM,02/09/2019
PRODUCTOS EMPRESAS,Cerrado,28/08/2019,01/10/2019,Medio Bajo,2,CONTRATACIONES,02/09/2019
PRODUCTOS EMPRESAS,Ingresado,01/10/2019,,Medio Alto,4,TAS,
PRODUCTOS EMPRESAS,Validación,28/08/2019,,Medio Alto,5,TARJETAS,
PRODUCTOS EMPRESAS,Validación,28/08/2019,,Medio Alto,5,TARJETAS,
PRODUCTOS,En Redefinición,28/08/2019,,Bajo,1,BIP CANAL,
PLANIFICACIÓN Y CONTROL DE GESTIÓN,Cerrado,28/08/2019,20/09/2019,Bajo,1,PAGOS Y SERVICIOS,03/09/2019
CONTADURÍA,Cerrado,28/08/2019,,Bajo,1,REGÍMENES INFORMATIVOS,28/08/2019
CONTADURÍA,Cerrado,28/08/2019,23/09/2019,Bajo,1,CAPITALES MÍNIMOS,28/08/2019
BANCA INSTITUCIONAL,Desarrollo,28/08/2019,,Medio Alto,3,BIP CANAL,04/09/2019
SOPORTE DEL NEGOCIO,En Redefinición,28/08/2019,,Muy Bajo,0,MEDIOS DE PAGOS,
PREVENCION DEL LAVADO DE ACTIVOS,Desarrollo,27/08/2019,,Bajo,1,PREVENCIÓN LAVADO DE ACTIVOS,30/08/2019
SOPORTE DEL NEGOCIO,Asignado,27/08/2019,,Alto,6,ATM / IB / BE,10/09/2019
SOPORTE DEL NEGOCIO,Validación,27/08/2019,,Alto,5,MEDIOS DE PAGOS,
CANALES,Asignado,27/08/2019,,Medio Alto,3,CRM,30/09/2019
CANALES,Validación,27/08/2019,,Alto,6,TARJETAS AGIL,
CONTADURÍA,Cerrado,27/08/2019,03/09/2019,Bajo,1,GECON,29/08/2019
PRODUCTOS,Desarrollo,27/08/2019,,Medio Alto,4,SUCURSALES BACK END,16/09/2019
PRODUCTOS,Asignado,27/08/2019,,Medio Alto,4,ATM / IB / BE,09/09/2019
PRODUCTOS,Asignado,27/08/2019,,Alto,6,CUENTAS Y PLAZO FIJO,27/08/2019
GESTIÓN DE LAS PERSONAS,Asignado,27/08/2019,,Muy Bajo,0,INTRANET,28/08/2019
GESTIÓN DE LAS PERSONAS,Asignado,27/08/2019,,Muy Bajo,0,INTRANET,28/08/2019
CANALES,Cerrado,27/08/2019,16/09/2019,Bajo,1,CRM,05/09/2019
GESTIÓN DE LAS PERSONAS,Asignado,27/08/2019,,Muy Bajo,0,INTRANET,28/08/2019
GESTIÓN DE LAS PERSONAS,Cerrado,27/08/2019,18/09/2019,Bajo,1,META 4,04/09/2019
COMERCIO EXTERIOR,Cerrado,26/08/2019,03/09/2019,Muy Bajo,0,COMERCIO EXTERIOR,27/08/2019
CANALES,Cerrado,26/08/2019,16/09/2019,Muy Bajo,0,CRM,27/08/2019
BANCA INSTITUCIONAL,Cerrado,26/08/2019,23/09/2019,Medio Bajo,2,PAGOS Y SERVICIOS,02/09/2019
COMERCIO EXTERIOR,Cerrado,26/08/2019,,Bajo,1,COMERCIO EXTERIOR,27/08/2019
PROCESOS Y ORGANIZACIÓN,Cerrado,26/08/2019,03/09/2019,Medio Bajo,2,TAS,28/08/2019
RECUPERO DE DEUDAS,Cancelado,23/08/2019,27/08/2019,Medio Bajo,2,JUREX,
PRODUCTOS EMPRESAS,Asignado,23/08/2019,,Medio Bajo,2,SUCURSALES BACK END,09/09/2019
MERCADO DE CAPITALES,Prueba,23/08/2019,,Medio Bajo,3,INFRAESTRUCTURA Y SERVICIOS,27/08/2019
ADMINISTRACIÓN,Desarrollo,23/08/2019,,Bajo,1,CAPRI,27/08/2019
CONTADURÍA,Cerrado,23/08/2019,05/09/2019,Muy Bajo,0,CONTABILIDAD,26/08/2019
PRODUCTOS EMPRESAS,Desarrollo,23/08/2019,,Medio Bajo,2,GARANTÍAS,19/09/2019
CANALES,Cerrado,23/08/2019,16/09/2019,Medio Bajo,2,CRM,27/08/2019
CONTADURÍA,Desarrollo,23/08/2019,,Bajo,1,REGÍMENES INFORMATIVOS,26/08/2019
SEGMENTOS,Asignado,23/08/2019,,Medio Alto,3,PAQUETES,03/09/2019
CONTADURÍA,Prueba,22/08/2019,,Bajo,1,A2180,23/08/2019
CONTADURÍA,Cerrado,22/08/2019,11/09/2019,Muy Bajo,1,GECON,26/08/2019
CANALES,Cerrado,22/08/2019,16/09/2019,Medio Alto,4,CRM,27/08/2019
PROCESOS Y ORGANIZACIÓN,Validación,21/08/2019,,Medio Bajo,2,CONTRATACIONES,
PRODUCTOS EMPRESAS,En Redefinición,21/08/2019,,Medio Bajo,2,INTRANET,
SOPORTE DEL NEGOCIO,Asignado,21/08/2019,,Medio Bajo,2,MEDIOS DE PAGOS,23/08/2019
BANCA INSTITUCIONAL,Desarrollo,21/08/2019,,Alto,5,PAGOS Y SERVICIOS,22/08/2019
PRODUCTOS EMPRESAS,Cerrado,21/08/2019,16/09/2019,Medio Bajo,2,GARANTÍAS,21/08/2019
COMERCIO EXTERIOR,Cerrado,21/08/2019,,Muy Bajo,0,COMERCIO EXTERIOR,22/08/2019
PROCESOS Y ORGANIZACIÓN,Ingresado,21/08/2019,,Medio Alto,3,,
PROCESOS Y ORGANIZACIÓN,Prueba,21/08/2019,,Medio Bajo,2,INFRAESTRUCTURA Y SERVICIOS,22/08/2019
BANCA HIPOTECARIA,Cerrado,20/08/2019,25/09/2019,Bajo,1,PRÉSTAMOS,26/08/2019
CONTADURÍA,Desarrollo,20/08/2019,,Bajo,1,SISCENES,28/08/2019
ASUNTOS JUDICIALES,Desarrollo,20/08/2019,,Muy Bajo,0,JUREX,21/08/2019
ASUNTOS JUDICIALES,Cerrado,20/08/2019,26/08/2019,Muy Bajo,1,JUREX,21/08/2019
CONTADURÍA,Asignado,20/08/2019,,Bajo,1,REGÍMENES INFORMATIVOS,28/08/2019
ASUNTOS JUDICIALES,Cerrado,20/08/2019,22/08/2019,Muy Bajo,1,JUREX,21/08/2019
ASUNTOS JUDICIALES,Cerrado,20/08/2019,22/08/2019,Bajo,1,JUREX,21/08/2019
CONTADURÍA,Cerrado,16/08/2019,06/09/2019,Bajo,1,CONTABILIDAD,20/08/2019
CONTADURÍA,Desarrollo,16/08/2019,,Bajo,1,A2180,22/08/2019
CONTADURÍA,Cerrado,16/08/2019,03/09/2019,Muy Bajo,0,CONTABILIDAD,20/08/2019
